REGION,IS_AlemAgro?,APPLICANT_NAME,Сумма Субсудии,YEAR
Северо-Казахстанская область,Other,"Фермерское хозяйство ""БЕКЕТ"" Шапенов Марат Мухамедьярович",76846303,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Адлет-Т""",76124192.57000001,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""АКСА-Север""",75731839.49000001,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""САМАРСКИЙ 1""",75685729,2022
Акмолинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АГРОФИРМА ПОИСК""""""",75378754.64,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ак-Ниет-Агро и К""",75284573.66999999,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Оксановка-1""",75123916.78,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Раисовское""",75121598.44,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Турар""",74621442,2022
Восточно-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"КАЛИНИНА""""""",74452771.63000001,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АЛТЫН АСТЫК KZ""""""",74425049.67,2020
